srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
59.166.0.8,4809,149.171.126.3,53,udp,CON,0.002413,130,162,31,29,0,0,dns,215499.375,268545.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424261172,1424261172,0.009,0.001,0.0,0.0,0.0,0,0,,, ,2,1,3,9,1,1,1
59.166.0.6,3073,149.171.126.0,53,udp,CON,0.001365,146,178,31,29,0,0,dns,427838.8125,521611.7188,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261178,1424261178,0.009,0.004,0.0,0.0,0.0,0,0,,, ,2,5,4,5,1,1,1
59.166.0.0,26979,149.171.126.5,111,udp,CON,0.004619,568,304,31,29,0,0,-,737822.0625,394890.6563,4,4,0,0,0,0,142,76,0,0,1.671129,1.502368,1424261183,1424261183,1.185667,1.066333,0.0,0.0,0.0,0,0,,, ,6,9,3,4,1,1,2
59.166.0.7,55234,149.171.126.1,5190,tcp,FIN,1.172071,2262,1918,31,29,6,5,-,14845.51758,12442.93262,26,20,255,255,263216873,263493110,87,96,0,0,4371.889171,5022.287248,1424261188,1424261189,46.882841,61.651475,0.000694,0.000569,0.000125,0,0,,, ,6,2,1,1,1,1,1
59.166.0.9,47535,149.171.126.3,53348,tcp,FIN,0.015279,2854,30470,31,29,7,17,-,1461875.75,15621965.0,46,48,255,255,1535737680,1553817135,62,635,0,0,18.966938,18.119777,1424261194,1424261194,0.340091,0.320674,0.000635,0.000525,0.00011,0,0,,, ,5,5,5,4,1,1,1
59.166.0.1,42019,149.171.126.1,5190,tcp,FIN,0.273074,3744,19084,31,29,11,15,-,107399.4609,548334.875,48,52,255,255,1788250933,1788546832,78,367,0,0,748.067457,702.560896,1424261198,1424261198,6.060467,5.342765,0.000724,0.000584,0.00014,0,0,,, ,4,4,1,2,1,1,2
59.166.0.6,14481,149.171.126.3,48663,tcp,FIN,0.030916,2870,28454,31,29,7,16,-,726614.0625,7195756.5,46,44,255,255,900768423,3046457564,62,647,0,0,49.172389,1.394909,1424261200,1424261200,0.680178,0.706767,0.000635,0.000516,0.000119,0,0,,, ,2,1,2,3,1,1,1
175.45.176.3,43754,149.171.126.10,80,tcp,FIN,0.814095,794,1178,62,252,2,2,http,7026.207031,10131.49512,10,8,255,255,2740680486,1667283298,79,147,1,259,4922.148396,149.538375,1424261200,1424261201,90.362667,95.126289,0.310128,0.148208,0.16192,0,1,4.0,, ,4,4,2,2,2,2,4
175.45.176.1,61307,149.171.126.17,25395,tcp,REQ,2e-06,90,0,254,0,1,0,-,180000000.0,0.0,2,0,255,0,0,0,45,0,0,0,0.0,0.0,1424261201,1424261201,0.002,0.0,0.0,0.0,0.0,0,6,,, ,7,6,2,3,1,1,6
59.166.0.8,8862,149.171.126.0,53,udp,CON,0.00128,146,178,31,29,0,0,dns,456250.0,556250.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261207,1424261207,0.008,0.009,0.0,0.0,0.0,0,0,,, ,1,2,6,1,1,1,4
59.166.0.8,65230,149.171.126.3,25,tcp,FIN,0.024574,37262,3380,31,29,18,8,smtp,11897452.0,1074306.125,52,42,255,255,2496220356,2497222529,717,80,0,0,27.311922,1.102234,1424261213,1424261213,0.475314,0.586098,0.000667,0.00054,0.000127,0,0,,, ,1,2,3,4,1,1,1
175.45.176.2,23379,149.171.126.10,24406,udp,INT,1.9e-05,222,0,254,0,0,0,-,46736844.0,0.0,2,0,0,0,0,0,111,0,0,0,0.0,0.0,1424261217,1424261217,0.019,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,1
175.45.176.2,23379,149.171.126.10,24406,udp,INT,1.9e-05,222,0,254,0,0,0,-,46736844.0,0.0,2,0,0,0,0,0,111,0,0,0,0.0,0.0,1424261217,1424261217,0.019,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,1
59.166.0.3,52646,149.171.126.2,19518,tcp,FIN,0.302369,8928,320,31,29,4,1,ftp-data,219361.1094,7064.216309,14,6,255,255,3876224120,2607740039,638,53,0,0,1909.900764,77.070273,1424261217,1424261217,23.259154,60.353,0.000602,0.00048,0.000122,0,0,,, ,3,4,1,1,1,1,2
59.166.0.9,26346,149.171.126.3,80,tcp,FIN,1.006485,1684,10168,31,29,3,5,http,12431.38281,76336.95313,14,18,255,255,2688737374,2689885402,120,565,1,3924,8766.905892,7675.735167,1424261217,1424261218,77.395154,59.175765,0.000644,0.000494,0.00015,0,0,1.0,, ,1,2,6,3,1,1,1
59.166.0.5,14067,149.171.126.7,10394,tcp,FIN,0.666298,424,8824,31,29,1,4,ftp-data,4454.463379,97121.71094,8,12,255,255,3288740300,1906501421,53,735,0,0,5845.648823,4653.380119,1424261219,1424261220,95.141,60.530911,0.000572,0.000453,0.000119,0,0,,, ,2,2,2,1,1,1,3
175.45.176.3,39096,149.171.126.10,80,tcp,FIN,0.960701,798,1152,62,252,2,2,http,5987.294922,8635.361328,10,10,255,255,1735723125,897290036,80,115,1,130,5916.177498,216.657875,1424261221,1424261222,106.731556,100.403664,0.117791,0.057059,0.060732,0,1,1.0,, ,2,2,2,2,1,1,3
59.166.0.4,2571,149.171.126.4,52711,tcp,FIN,0.022364,3390,44906,31,29,7,22,-,1191200.125,15786800.0,56,58,255,255,4081255355,4090667942,61,774,0,0,0.0,20.714674,1424261223,1424261223,0.415868,0.384,0.000591,0.000473,0.000118,0,0,,, ,8,4,3,8,1,1,3
59.166.0.8,63190,149.171.126.9,53,udp,CON,0.001241,146,178,31,29,0,0,dns,470588.2188,573730.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261230,1424261230,0.009,0.009,0.0,0.0,0.0,0,0,,, ,2,3,2,2,2,1,1
59.166.0.7,45752,149.171.126.2,80,tcp,FIN,1.1675,1580,10168,31,29,3,5,http,9928.908203,65808.99219,12,18,255,255,2262997123,114412019,132,565,1,3924,9672.689789,7786.510853,1424261231,1424261232,106.103365,68.645412,0.000705,0.000522,0.000183,0,0,4.0,, ,2,3,3,2,2,2,2
59.166.0.9,62814,149.171.126.2,6881,tcp,FIN,6.161593,24848,1094788,31,29,38,390,-,32189.07813,1419779.625,442,858,255,255,413418457,419486946,56,1276,0,0,5384.106082,3861.984858,1424261231,1424261237,13.971148,7.189179,0.000598,0.000464,0.000134,0,0,,, ,8,11,6,6,2,1,6
175.45.176.3,4731,149.171.126.10,179,tcp,FIN,2.808331,920,728,254,252,5,3,-,2458.399658,1925.698975,16,14,255,255,4158911166,1351653802,58,52,0,0,13853.44231,326.362219,1424261234,1424261237,183.382339,209.775,0.134895,0.081252,0.053643,0,1,,, ,1,1,2,2,1,1,2
59.166.0.7,4976,149.171.126.3,22,tcp,FIN,0.659603,9608,12298,31,29,26,31,ssh,115475.5234,147858.6406,110,114,255,255,1205929779,1206910081,87,108,0,0,0.0,322.952644,1424261236,1424261237,6.048229,5.830965,0.000814,0.000703,0.000111,0,0,,, ,1,1,5,6,1,1,2
175.45.176.1,64778,149.171.126.17,14029,tcp,REQ,15.928529,180,0,254,0,3,0,-,67.802872,0.0,4,0,255,0,0,0,45,0,0,0,7508.773,0.0,1424261237,1424261253,5309.5095,0.0,0.0,0.0,0.0,0,6,,, ,12,12,12,12,2,2,12
175.45.176.3,65530,149.171.126.10,80,tcp,FIN,1.138007,828,1370,62,252,2,2,http,5244.255859,8667.78418,10,10,255,255,3089765642,831290539,83,137,1,206,7260.908728,228.996219,1424261240,1424261242,126.445222,115.492,0.133896,0.082301,0.051595,0,1,4.0,, ,3,4,16,2,2,2,3
59.166.0.4,3526,149.171.126.2,1576,tcp,FIN,0.015871,2854,30470,31,29,7,17,-,1407346.75,15039254.0,46,48,255,255,2236352369,108012623,62,635,0,0,20.277289,19.249942,1424261241,1424261241,0.353659,0.326979,0.000629,0.000498,0.000131,0,0,,, ,6,4,2,7,1,1,2
175.45.176.3,43681,149.171.126.10,80,tcp,FIN,1.828738,808,1102,62,252,2,2,http,3184.709961,4221.490723,10,8,255,255,4192795437,3657462421,81,138,1,158,13660.44509,541.89525,1424261243,1424261245,203.193111,250.759859,0.13534,0.07183,0.06351,0,1,4.0,, ,3,4,11,1,1,1,3
175.45.176.0,11395,149.171.126.16,80,tcp,FIN,1.092952,1308,354,254,252,2,1,http,8622.519531,2269.083984,10,8,255,255,2195247902,1999264189,131,44,1,0,6318.297942,237.225109,1424261245,1424261247,121.330222,140.882578,0.189132,0.106751,0.082381,0,1,1.0,, ,1,1,2,1,1,1,1
175.45.176.0,11395,149.171.126.16,80,tcp,FIN,1.092952,1308,354,254,252,2,1,http,8622.519531,2269.083984,10,8,255,255,2195247902,1999264189,131,44,1,0,6318.297942,237.225109,1424261245,1424261247,121.330222,140.882578,0.189132,0.106751,0.082381,0,1,1.0,, ,1,1,2,1,1,1,1
59.166.0.4,40694,149.171.126.0,42236,tcp,FIN,0.066642,4030,57098,31,29,7,27,-,476696.375,6750457.5,68,66,255,255,523478638,2669127889,59,865,0,0,62.17492,1.682723,1424261246,1424261246,0.989657,1.017369,0.000635,0.000504,0.000131,0,0,,, ,5,1,3,3,1,1,1
175.45.176.2,26935,149.171.126.16,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424261249,1424261249,0.009,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,2,1,1,1
175.45.176.1,18118,149.171.126.17,28538,tcp,REQ,18.150068,180,0,254,0,3,0,-,59.50391,0.0,4,0,255,0,0,0,45,0,0,0,8556.013,0.0,1424261261,1424261279,6050.0225,0.0,0.0,0.0,0.0,0,6,,, ,13,12,7,6,2,2,11
59.166.0.6,39915,149.171.126.7,32528,tcp,FIN,0.004118,320,1892,31,29,1,2,ftp-data,518698.375,3217095.5,6,8,255,255,2731451066,589791089,53,237,0,0,40.315439,0.956751,1424261264,1424261264,0.763,0.509714,0.001236,0.000548,0.000688,0,0,,, ,3,3,7,5,1,1,5
59.166.0.6,11056,149.171.126.7,10394,tcp,FIN,0.004157,424,8824,31,29,1,4,ftp-data,713976.375,15566995.0,8,12,255,255,586065427,2739489091,53,735,0,0,33.905989,19.484733,1424261264,1424261264,0.550571,0.330455,0.000643,0.000519,0.000124,0,0,,, ,3,3,7,5,1,1,5
59.166.0.4,56896,149.171.126.1,111,udp,CON,0.274337,568,304,31,29,0,0,-,12422.67773,6648.756836,4,4,0,0,0,0,142,76,0,0,122.094477,122.050398,1424261267,1424261267,86.340336,86.310664,0.0,0.0,0.0,0,0,,, ,5,7,5,6,1,1,5
149.171.126.10,47439,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261268,1424261268,0.004,0.0,0.0,0.0,0.0,0,0,,, ,13,13,13,13,13,13,13
59.166.0.8,47773,149.171.126.4,143,tcp,FIN,0.031641,7816,14952,31,29,30,32,-,1959988.625,3750577.0,122,126,255,255,383615010,2529938020,64,119,0,0,16.668307,14.217826,1424261274,1424261274,0.2722,0.24904,0.000633,0.000505,0.000128,0,0,,, ,1,3,3,3,1,1,2
59.166.0.8,37238,149.171.126.4,17486,tcp,FIN,0.061965,3926,57202,31,29,7,27,-,499249.5625,7276495.0,66,68,255,255,2206544373,2206846653,59,841,0,0,61.522533,60.673964,1424261284,1424261284,0.948446,0.929636,0.000743,0.000601,0.000142,0,0,,, ,4,3,1,6,1,1,1
175.45.176.2,9761,149.171.126.16,4618,udp,INT,9e-06,202,0,254,0,0,0,-,89777776.0,0.0,2,0,0,0,0,0,101,0,0,0,0.0,0.0,1424261286,1424261286,0.009,0.0,0.0,0.0,0.0,0,2,,, ,4,1,1,2,1,1,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261286,1424261286,0.008,0.0,0.0,0.0,0.0,0,2,,, ,18,18,20,17,17,17,18
59.166.0.7,43604,149.171.126.7,10394,tcp,FIN,0.006206,424,8824,31,29,1,4,ftp-data,478246.8438,10427328.0,8,12,255,255,686199082,693111724,53,735,0,0,52.560651,28.956248,1424261293,1424261293,0.832714,0.521727,0.000583,0.000466,0.000117,0,0,,, ,3,3,6,5,1,1,4
175.45.176.0,8988,149.171.126.18,27849,tcp,FIN,0.701068,532,354,254,252,2,1,-,5465.946289,3537.459961,10,8,255,255,2087079084,1112407188,53,44,0,0,4861.086439,140.668672,1424261295,1424261296,74.017444,93.450711,0.146212,0.046904,0.099308,0,1,,, ,1,2,1,1,1,1,1
59.166.0.3,52968,149.171.126.8,5190,tcp,FIN,0.094967,1470,1728,31,29,5,4,-,118272.6641,135204.8594,22,14,255,255,2904094347,759012830,67,123,0,0,415.108071,15.33107,1424261296,1424261296,4.522238,7.246923,0.000762,0.000624,0.000138,0,0,,, ,5,3,3,3,2,1,1
149.171.126.10,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261297,1424261297,0.008,0.0,0.0,0.0,0.0,0,0,,, ,21,21,18,18,18,18,21
59.166.0.8,6154,149.171.126.9,111,udp,CON,0.004454,568,304,31,29,0,0,-,765154.9375,409519.5313,4,4,0,0,0,0,142,76,0,0,1.680557,1.450276,1424261297,1424261297,1.192333,1.029,0.0,0.0,0.0,0,0,,, ,9,8,3,6,2,1,3
149.171.126.10,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261297,1424261297,0.008,0.0,0.0,0.0,0.0,0,0,,, ,21,21,18,18,18,18,21
175.45.176.1,42115,149.171.126.17,23589,tcp,REQ,9.45828,180,0,254,0,3,0,-,114.185669,0.0,4,0,255,0,0,0,45,0,0,0,4458.669,0.0,1424261301,1424261311,3152.76,0.0,0.0,0.0,0.0,0,6,,, ,37,35,32,33,2,2,35
10.40.85.30,0,10.40.85.1,0,arp,CON,31.078661,184,112,0,0,0,0,-,35.522766,21.622553,4,4,0,0,0,0,46,28,0,0,15514.61,15514.617,1424261307,1424261338,15514.616,15514.616,0.0,0.0,0.0,0,0,,, ,2,2,2,2,2,2,2
59.166.0.2,57747,149.171.126.4,55440,tcp,FIN,0.067276,2958,30470,31,29,7,17,-,344491.3438,3547892.25,48,48,255,255,3901646687,1787794919,62,635,0,0,90.927816,2.200566,1424261309,1424261309,1.453435,1.420617,0.000638,0.000502,0.000136,0,0,,, ,3,1,1,3,1,1,1
175.45.176.1,13168,149.171.126.15,1723,tcp,FIN,1.449974,2516,354,254,252,2,1,-,12496.77637,1710.37561,10,8,255,255,183236405,2923783908,252,44,0,0,10737.09298,258.467797,1424261311,1424261313,155.741333,195.880578,0.145845,0.078807,0.067038,0,1,,, ,19,2,1,3,1,1,2
59.166.0.7,33099,149.171.126.4,50615,tcp,FIN,0.063034,2854,30470,31,29,7,17,-,354348.4688,3786655.0,46,48,255,255,953809616,1033330669,62,635,0,0,79.358421,77.123817,1424261318,1424261318,1.422091,1.329596,0.000676,0.00054,0.000136,0,0,,, ,5,3,3,1,1,1,2
59.166.0.8,21414,149.171.126.5,80,tcp,FIN,1.005083,1580,10168,31,29,3,5,http,11533.37598,76443.4375,12,18,255,255,836390305,2982797245,132,565,1,3924,9528.562877,7674.561246,1424261336,1424261337,91.336726,59.091585,0.000646,0.000521,0.000125,0,0,1.0,, ,2,1,2,2,1,1,1
149.171.126.10,1043,175.45.176.0,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261338,1424261338,0.005,0.0,0.0,0.0,0.0,0,0,,, ,18,18,18,18,18,18,18
59.166.0.7,36577,149.171.126.8,5190,tcp,FIN,0.004512,1470,1728,31,29,5,4,-,2489361.75,2845744.75,22,14,255,255,4176033357,2026751845,67,123,0,0,12.711709,0.387342,1424261352,1424261352,0.214857,0.289538,0.00075,0.000606,0.000144,0,0,,, ,3,2,3,3,1,1,4
59.166.0.3,4944,149.171.126.8,2814,tcp,FIN,0.015735,2854,30470,31,29,7,17,-,1419510.625,15169240.0,46,48,255,255,2701069483,2717606147,62,635,0,0,19.292054,18.721038,1424261357,1424261357,0.342622,0.330543,0.000673,0.000527,0.000146,0,0,,, ,3,2,2,3,1,1,2
59.166.0.4,10892,149.171.126.0,80,tcp,FIN,1.005413,1580,10168,31,29,3,5,http,11529.58984,76418.34375,12,18,255,255,2949391421,2950435070,132,565,1,0,9526.772049,7678.257924,1424261361,1424261362,91.366088,59.11053,0.000648,0.00053,0.000118,0,0,1.0,, ,1,2,6,2,1,1,2
59.166.0.5,63152,149.171.126.5,53,udp,CON,0.001046,146,178,31,29,0,0,dns,558317.375,680688.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261361,1424261361,0.009,0.008,0.0,0.0,0.0,0,0,,, ,1,3,3,2,1,1,1
59.166.0.5,61091,149.171.126.9,5190,tcp,FIN,0.637917,1470,1728,31,29,5,4,-,17607.30664,20128.01172,22,14,255,255,1344001531,1344299228,67,123,0,0,3167.641257,117.776227,1424261362,1424261362,30.377,49.01423,0.000741,0.000606,0.000135,0,0,,, ,5,5,5,3,1,1,1
59.166.0.2,1908,149.171.126.5,64410,tcp,FIN,0.017902,2854,30470,31,29,7,17,-,1247681.875,13333036.0,46,48,255,255,36522286,2203183542,62,635,0,0,23.914912,23.237579,1424261363,1424261363,0.399886,0.369277,0.00068,0.000543,0.000137,0,0,,, ,4,3,3,4,1,1,1
59.166.0.4,35179,149.171.126.9,11807,tcp,FIN,0.03089,2854,30470,31,29,7,17,-,723081.9375,7727031.5,46,48,255,255,4149391170,2033674324,62,635,0,0,48.809409,46.305597,1424261363,1424261363,0.679578,0.647,0.000591,0.000478,0.000113,0,0,,, ,4,5,1,4,1,1,1
59.166.0.2,58409,149.171.126.1,1975,tcp,FIN,0.019904,2854,30470,31,29,7,17,-,1122186.5,11991961.0,46,48,255,255,3381907900,1255978888,62,635,0,0,29.501216,29.589224,1424261365,1424261365,0.4354,0.431956,0.000598,0.000463,0.000135,0,0,,, ,4,6,8,2,1,1,3
59.166.0.0,54437,149.171.126.1,24973,udp,CON,0.001668,552,304,31,29,0,0,-,1985611.5,1093525.125,4,4,0,0,0,0,138,76,0,0,0.601277,0.275544,1424261371,1424261371,0.429667,0.199333,0.0,0.0,0.0,0,0,,, ,8,8,4,7,1,1,4
175.45.176.0,1043,149.171.126.10,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261371,1424261371,0.009,0.0,0.0,0.0,0.0,0,2,,, ,17,17,17,17,17,17,17
59.166.0.6,45072,149.171.126.1,43847,tcp,FIN,0.523196,4536,3080,31,29,7,7,-,66881.25,45535.51953,28,30,255,255,781555317,996522884,162,103,0,0,1062.348981,26.801693,1424261372,1424261372,19.36637,18.018689,0.000785,0.00065,0.000135,0,0,,, ,3,8,5,5,1,1,3
149.171.126.10,1043,175.45.176.0,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261374,1424261374,0.005,0.0,0.0,0.0,0.0,0,0,,, ,18,18,18,18,18,18,18
175.45.176.2,13040,149.171.126.19,161,udp,INT,5e-06,138,0,254,0,0,0,snmp,110400000.0,0.0,2,0,0,0,0,0,69,0,0,0,0.0,0.0,1424261374,1424261374,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,2,1,1,1
59.166.0.6,39257,149.171.126.7,111,udp,CON,0.004378,568,304,31,29,0,0,-,778437.6875,416628.625,4,4,0,0,0,0,142,76,0,0,1.649446,1.380979,1424261375,1424261375,1.172333,0.983,0.0,0.0,0.0,0,0,,, ,4,8,6,3,1,1,4
59.166.0.6,11867,149.171.126.3,53,udp,CON,0.001083,146,178,31,29,0,0,dns,539242.875,657433.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261385,1424261385,0.009,0.006,0.0,0.0,0.0,0,0,,, ,2,2,1,1,1,1,3
149.171.126.10,47439,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261386,1424261386,0.002,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19
175.45.176.1,16339,149.171.126.15,1723,tcp,FIN,0.816781,2516,268,254,252,2,1,-,22184.65039,2193.978516,10,6,255,255,2986121594,4120927092,252,45,0,0,4489.654147,196.170453,1424261392,1424261393,90.476222,137.692797,0.234341,0.128308,0.106033,0,1,,, ,12,3,1,9,1,1,3
149.171.126.10,47439,175.45.176.0,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261399,1424261399,0.005,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19
59.166.0.4,10915,149.171.126.6,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261407,1424261407,0.009,0.009,0.0,0.0,0.0,0,0,,, ,7,3,4,4,3,1,3
175.45.176.1,64200,149.171.126.17,111,tcp,FIN,2.443779,564,354,254,252,2,1,-,1662.998169,1014.821716,10,8,255,255,1173546936,2083405668,56,44,0,0,16249.86194,468.7775,1424261409,1424261411,268.460111,323.020156,0.282185,0.182637,0.099548,0,1,,, ,4,2,1,1,1,1,1
59.166.0.3,5247,149.171.126.6,6343,tcp,FIN,0.014671,2766,28558,31,29,7,16,-,1474473.5,15234408.0,44,46,255,255,271747147,272055135,63,621,0,0,19.704583,18.284491,1424261414,1424261414,0.350073,0.327326,0.000713,0.000587,0.000126,0,0,,, ,6,3,1,2,1,1,1
59.166.0.2,8707,149.171.126.1,45215,tcp,FIN,0.00473,4016,2456,31,29,7,7,-,6415222.0,3923890.0,18,18,255,255,3501333605,3504526191,223,136,0,0,12.916941,0.317833,1424261415,1424261415,0.259765,0.244882,0.000685,0.000563,0.000122,0,0,,, ,5,9,4,3,1,1,3
59.166.0.5,38342,149.171.126.1,38364,tcp,FIN,0.216983,3926,57202,31,29,7,27,-,142573.375,2077987.625,66,68,255,255,2771393754,622118340,59,841,0,0,204.623205,202.805612,1424261428,1424261429,3.385547,3.278182,0.000754,0.000615,0.000139,0,0,,, ,3,4,1,1,1,1,1
175.45.176.3,0,149.171.126.19,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424261428,1424261428,0.009,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,2,2
59.166.0.2,58676,149.171.126.9,80,tcp,FIN,1.005913,1684,10168,31,29,3,4,http,12438.45117,76380.35938,14,18,255,255,3131396848,3132422624,120,565,1,3924,8765.957397,7676.565489,1424261429,1424261430,77.350151,59.138356,0.000694,0.000557,0.000137,0,0,1.0,, ,1,1,5,1,1,1,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261431,1424261431,0.001,0.0,0.0,0.0,0.0,0,2,,, ,16,16,16,16,16,16,16
59.166.0.4,16668,149.171.126.9,53,udp,CON,0.000933,130,162,31,29,0,0,dns,557341.875,694533.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424261434,1424261434,0.001,0.004,0.0,0.0,0.0,0,0,,, ,2,2,3,5,2,1,1
59.166.0.1,30666,149.171.126.2,53,udp,CON,0.001049,146,178,31,29,0,0,dns,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261435,1424261435,0.009,0.007,0.0,0.0,0.0,0,0,,, ,4,2,2,3,2,1,1
59.166.0.8,4387,149.171.126.8,22,tcp,FIN,0.028993,5928,8010,31,29,14,17,ssh,1609492.0,2172110.5,62,58,255,255,466846894,467144116,96,138,0,0,75.964615,0.0,1424261435,1424261435,0.491407,0.533,0.000755,0.000595,0.00016,0,0,,, ,2,1,2,4,1,1,1
175.45.176.1,56192,149.171.126.12,80,tcp,FIN,9.439911,820,1420,62,252,2,2,http,625.429626,1083.061035,10,10,255,255,3351643262,35927141,82,142,1,245,70026.65563,1942.891375,1424261446,1424261455,1048.864889,1037.86425,0.128948,0.09913,0.029818,0,1,1.0,, ,2,1,1,3,1,1,1
59.166.0.3,52887,149.171.126.0,21,tcp,FIN,0.814612,2934,3742,31,29,11,15,ftp,28263.76367,36071.16016,52,54,255,255,516914289,2667527973,56,69,0,0,1605.087296,52.908523,1424261450,1424261451,16.617857,15.36083,0.000606,0.000485,0.000121,0,0,,1.0,1,1,1,1,2,1,1,4
175.45.176.3,53960,149.171.126.10,80,tcp,FIN,1.448981,800,1152,62,252,2,2,http,3975.207275,5725.402832,10,10,255,255,737377663,1864363953,80,115,1,130,9107.416819,214.988,1424261460,1424261461,160.997889,149.079109,0.253151,0.106543,0.146608,0,1,1.0,, ,1,1,1,1,1,1,1
59.166.0.3,14832,149.171.126.0,53,udp,CON,0.001037,130,162,31,29,0,0,dns,501446.5,624879.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424261460,1424261460,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,1,1,7,1,1,1
59.166.0.5,45442,149.171.126.4,4308,tcp,FIN,0.10893,3926,57202,31,29,7,27,-,283998.9063,4139245.5,66,68,255,255,794462006,794756830,59,841,0,0,91.13682,88.601708,1424261461,1424261461,1.697141,1.617284,0.000699,0.000563,0.000136,0,0,,, ,5,5,7,4,1,1,1
59.166.0.7,42879,149.171.126.3,43469,tcp,FIN,0.264115,4640,2872,31,29,7,7,-,134698.8906,83660.52344,24,26,255,255,3984889331,1842588933,193,110,0,0,794.671928,21.538455,1424261470,1424261470,11.469956,10.54408,0.000638,0.00051,0.000128,0,0,,, ,6,5,4,4,1,1,3
59.166.0.8,9572,149.171.126.5,53,udp,CON,0.001091,146,178,31,29,0,0,dns,535288.6875,652612.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261476,1424261476,0.009,0.004,0.0,0.0,0.0,0,0,,, ,5,4,3,4,1,1,3
59.166.0.0,35738,149.171.126.0,111,udp,CON,0.004434,568,304,31,29,0,0,-,768606.25,411366.7188,4,4,0,0,0,0,142,76,0,0,1.660289,1.38805,1424261478,1424261478,1.18,0.988,0.0,0.0,0.0,0,0,,, ,10,3,3,6,1,1,3
149.171.126.10,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261482,1424261482,0.007,0.0,0.0,0.0,0.0,0,0,,, ,37,37,19,19,19,19,37
59.166.0.3,31490,149.171.126.6,29595,tcp,FIN,0.027474,2854,30470,31,29,7,17,-,812986.875,8687778.0,46,48,255,255,3074946236,3101067491,62,635,0,0,37.089029,36.549616,1424261483,1424261483,0.603178,0.574761,0.001176,0.001032,0.000144,0,0,,, ,8,3,3,2,1,1,2
