srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.4,63876,149.171.126.2,15669,tcp,FIN,0.141329,5174,91194,31,29,7,39,-,289650.375,5105986.5,90,92,255,255,2178334572,2195240929,57,991,0,0,0.0,98.200807,1424257845,1424257845,1.596784,1.547824,0.000629,0.000474,0.000155,0,0,,, ,10,6,2,4,1,1,2,,0
59.166.0.4,59727,149.171.126.7,57901,tcp,FIN,0.010996,2438,19440,31,29,7,13,-,1727173.5,13789742.0,38,40,255,255,1352943968,1353265164,64,486,0,0,16.479132,15.380134,1424257847,1424257847,0.286378,0.266256,0.000717,0.000603,0.000114,0,0,,, ,8,3,2,3,1,1,2,,0
59.166.0.3,29779,149.171.126.9,21365,tcp,FIN,0.022338,2542,19440,31,29,7,13,-,887814.5,6788074.5,40,40,255,255,2495045098,2495350227,64,486,0,0,42.954806,1.129154,1424257849,1424257849,0.592162,0.558462,0.000676,0.00055,0.000126,0,0,,, ,14,5,1,2,1,1,6,,0
59.166.0.5,11868,149.171.126.2,80,tcp,FIN,1.020971,1684,10168,31,29,3,5,http,12255.00098,75253.85938,14,18,255,255,2155882536,2156920184,120,565,1,3924,8765.926887,7676.923051,1424257855,1424257856,78.507387,60.028765,0.000592,0.000481,0.000111,0,0,1.0,, ,1,1,2,4,1,1,1,,0
59.166.0.0,34087,149.171.126.6,111,udp,CON,0.004377,568,304,31,29,0,0,-,778615.5,416723.7813,4,4,0,0,0,0,142,76,0,0,1.671836,1.370139,1424257856,1424257856,1.185667,0.974333,0.0,0.0,0.0,0,0,,, ,3,5,5,3,1,1,3,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,7e-05,503,0,64,0,0,0,-,28800000.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424257856,1424257856,0.07,0.0,0.0,0.0,0.0,0,0,,, ,54,54,54,54,54,54,54,,0
59.166.0.7,22096,149.171.126.4,1701,tcp,FIN,0.013905,2438,19440,31,29,7,13,-,1365839.625,10904854.0,38,40,255,255,2520074355,370804545,64,486,0,0,24.613679,22.455892,1424257856,1424257856,0.367405,0.340538,0.000755,0.000615,0.00014,0,0,,, ,5,1,1,2,1,1,1,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,7e-05,503,0,64,0,0,0,-,28800000.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424257856,1424257856,0.07,0.0,0.0,0.0,0.0,0,0,,, ,6,6,6,6,6,6,6,,0
59.166.0.2,11043,149.171.126.2,37997,tcp,FIN,0.223114,2958,32536,31,29,7,18,-,103875.1484,1143307.875,48,50,255,255,3235880518,1090808687,62,651,0,0,276.730887,271.816929,1424257857,1424257857,4.740447,4.540674,0.000733,0.000589,0.000144,0,0,,, ,6,6,1,3,1,1,1,,0
59.166.0.8,40470,149.171.126.0,21,tcp,FIN,0.863561,2934,3742,31,29,11,15,ftp,26661.69531,34026.55078,52,54,255,255,2995891140,3001162676,56,69,0,0,1594.409904,53.258562,1424257857,1424257858,16.926411,16.283227,0.000699,0.000546,0.000153,0,0,,1.0,1,1,1,6,2,1,1,5,,0
59.166.0.3,28374,149.171.126.7,5190,tcp,FIN,0.005676,1958,2308,31,29,6,6,-,2634249.5,3117688.5,22,24,255,255,3840074218,1690806207,89,96,0,0,15.558471,13.242708,1424257858,1424257858,0.253619,0.221043,0.000721,0.000583,0.000138,0,0,,, ,1,7,4,1,1,1,1,,0
59.166.0.5,41891,149.171.126.9,5190,tcp,FIN,0.155019,1958,2308,31,29,6,6,-,96452.69531,114153.75,22,24,255,255,2228396780,2228746600,89,96,0,0,475.916167,455.988542,1424257859,1424257859,7.365381,6.710782,0.000811,0.000663,0.000148,0,0,,, ,7,3,1,2,2,1,1,,0
59.166.0.9,46822,149.171.126.7,29124,udp,CON,0.001728,528,304,31,29,0,0,-,1833333.375,1055555.5,4,4,0,0,0,0,132,76,0,0,0.633803,0.304059,1424257860,1424257860,0.451667,0.219,0.0,0.0,0.0,0,0,,, ,5,7,3,3,1,1,4,,0
59.166.0.4,23269,149.171.126.5,25,tcp,FIN,0.031182,37306,3276,31,29,18,8,smtp,9387210.0,819703.6875,52,40,255,255,2600916108,456544099,717,82,0,0,36.465547,1.572795,1424257863,1424257863,0.604,0.784256,0.00073,0.000593,0.000137,0,0,,, ,1,1,2,4,1,1,3,,0
59.166.0.5,1520,149.171.126.4,53,udp,CON,0.001325,146,178,31,29,0,0,dns,440754.7188,537358.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257864,1424257864,0.002,0.005,0.0,0.0,0.0,0,0,,, ,7,4,2,5,1,1,2,,0
59.166.0.5,6169,149.171.126.8,49791,udp,CON,0.004441,528,304,31,29,0,0,-,713352.8125,410718.3125,4,4,0,0,0,0,132,76,0,0,1.045813,1.567893,1424257864,1424257864,0.745,1.112667,0.0,0.0,0.0,0,0,,, ,6,7,6,5,1,1,3,,0
59.166.0.1,2349,149.171.126.9,48115,tcp,FIN,0.012861,2438,19440,31,29,7,13,-,1476712.5,11790063.0,38,40,255,255,935525427,3085387344,64,486,0,0,19.703741,18.488204,1424257864,1424257864,0.338541,0.315949,0.000647,0.000531,0.000116,0,0,,, ,10,5,1,4,1,1,2,,0
59.166.0.5,34765,149.171.126.3,5190,tcp,FIN,0.005546,1958,2308,31,29,6,6,-,2695997.25,3190768.25,22,24,255,255,1355525946,3505353296,89,96,0,0,16.008366,12.922524,1424257865,1424257865,0.273158,0.218652,0.000628,0.000512,0.000116,0,0,,, ,6,4,2,4,1,1,4,,0
59.166.0.1,19264,149.171.126.2,80,tcp,FIN,1.131849,1684,10168,31,29,3,5,http,11054.47754,67881.84375,14,18,255,255,348046646,2498606436,120,565,1,3924,8828.382519,7733.480825,1424257867,1424257868,87.036151,66.551118,0.00059,0.000477,0.000113,0,0,1.0,, ,4,2,3,7,1,1,3,,0
59.166.0.3,22252,149.171.126.8,53,udp,CON,0.001124,146,178,31,29,0,0,dns,519572.9688,633452.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257867,1424257867,0.008,0.005,0.0,0.0,0.0,0,0,,, ,3,5,4,3,1,1,2,,0
59.166.0.6,3501,149.171.126.2,25,tcp,FIN,0.510948,37396,3380,31,29,18,8,smtp,574258.0625,51668.66406,52,42,255,255,3097626558,958017083,719,80,0,0,782.477128,25.06927,1424257868,1424257868,10.011529,12.448634,0.000642,0.000551,9.1e-05,0,0,,, ,2,1,3,2,1,1,1,,0
59.166.0.1,32119,149.171.126.8,51675,tcp,FIN,0.184515,5174,91194,31,29,7,39,-,221857.2969,3910923.25,90,92,255,255,4053432164,4105336479,57,991,0,0,114.968138,113.823684,1424257869,1424257870,2.06973,2.021297,0.000711,0.000575,0.000136,0,0,,, ,6,4,2,1,1,1,2,,0
59.166.0.4,28267,149.171.126.5,51618,tcp,FIN,0.029277,2438,19440,31,29,7,13,-,648700.3125,5179219.0,38,40,255,255,1788043560,1788367154,64,486,0,0,54.315898,51.25075,1424257869,1424257869,0.804583,0.733949,0.000792,0.000645,0.000147,0,0,,, ,2,3,3,3,1,1,2,,0
59.166.0.7,39292,149.171.126.7,22432,tcp,FIN,0.095426,320,1886,31,29,1,2,ftp-data,22383.83594,138410.9219,6,8,255,255,1200562250,3452130783,53,236,0,0,1335.789155,32.881602,1424257872,1424257872,19.0214,13.559,0.000631,0.00051,0.000121,0,0,,, ,2,4,2,5,1,1,8,,0
59.166.0.3,40187,149.171.126.1,22,tcp,FIN,1.559816,5928,8114,31,29,14,17,ssh,29916.34961,40922.77734,62,60,255,255,3465946104,1320788841,96,135,0,0,1861.862082,1895.65498,1424257872,1424257873,25.570755,26.427288,0.000612,0.000489,0.000123,0,0,,, ,1,1,5,1,1,1,1,,0
59.166.0.0,1765,149.171.126.1,53,udp,CON,0.001012,130,162,31,29,0,0,dns,513833.9688,640316.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424257872,1424257872,0.005,0.007,0.0,0.0,0.0,0,0,,, ,5,3,7,1,1,1,1,,0
59.166.0.4,36926,149.171.126.9,53,udp,CON,0.00105,146,178,31,29,0,0,dns,556190.5,678095.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257872,1424257872,0.009,0.007,0.0,0.0,0.0,0,0,,, ,4,3,2,4,1,1,2,,0
59.166.0.7,7247,149.171.126.7,53,udp,CON,0.001032,146,178,31,29,0,0,dns,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257873,1424257873,0.005,0.007,0.0,0.0,0.0,0,0,,, ,3,3,3,3,1,1,8,,0
59.166.0.1,8407,149.171.126.3,6580,tcp,FIN,0.228821,5174,91194,31,29,7,39,-,178899.6719,3153661.75,90,92,255,255,133077641,2290181372,57,991,0,0,143.037844,141.303425,1424257873,1424257874,2.567573,2.509077,0.000605,0.000493,0.000112,0,0,,, ,6,4,1,1,1,1,1,,0
59.166.0.9,4368,149.171.126.0,53,udp,CON,0.001094,146,178,31,29,0,0,dns,533820.875,650822.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257875,1424257875,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,1,2,3,1,1,1,,0
59.166.0.5,21507,149.171.126.5,25,tcp,FIN,0.030602,37306,3380,31,29,18,8,smtp,9565126.0,862688.6875,52,42,255,255,1633078740,3779509785,717,80,0,0,41.092852,1.66042,1424257876,1424257876,0.60512,0.73439,0.00061,0.000489,0.000121,0,0,,, ,1,1,9,5,1,1,1,,0
59.166.0.0,1291,149.171.126.4,54779,udp,CON,0.065178,528,304,31,29,0,0,-,48605.35938,27984.90234,4,4,0,0,0,0,132,76,0,0,9.908923,24.513506,1424257877,1424257877,7.009667,17.341666,0.0,0.0,0.0,0,0,,, ,13,5,2,2,1,1,3,,0
59.166.0.1,15126,149.171.126.7,34834,tcp,FIN,0.011936,2542,19336,31,29,7,13,-,1661528.25,12619303.0,40,38,255,255,2595172101,445882263,64,509,0,0,17.705993,0.466151,1424257878,1424257878,0.305763,0.307946,0.000649,0.000534,0.000115,0,0,,, ,7,5,4,2,1,1,2,,0
59.166.0.2,31431,149.171.126.1,111,udp,CON,0.004601,568,312,31,29,0,0,-,740708.5625,406868.0938,4,4,0,0,0,0,142,78,0,0,1.670422,1.446269,1424257878,1424257878,1.187667,1.029667,0.0,0.0,0.0,0,0,,, ,4,7,2,2,1,1,2,,0
59.166.0.0,18860,149.171.126.9,22432,tcp,FIN,0.046431,320,1886,31,29,1,2,ftp-data,46003.74609,284465.125,6,8,255,255,3735176314,1607798555,53,236,0,0,643.27431,15.734898,1424257879,1424257880,9.221,6.563143,0.000604,0.000484,0.00012,0,0,,, ,3,3,5,6,1,1,4,,0
59.166.0.2,4027,149.171.126.9,48099,tcp,FIN,0.054976,5174,91194,31,29,7,39,-,744615.8125,13126164.0,90,92,255,255,38111685,51560011,57,991,0,0,32.841581,32.752848,1424257880,1424257881,0.62108,0.605511,0.000606,0.000477,0.000129,0,0,,, ,4,3,1,3,1,1,1,,0
59.166.0.0,1264,149.171.126.9,46326,tcp,FIN,0.224403,424,8824,31,29,1,4,ftp-data,13226.20508,288374.0625,8,12,255,255,3735177167,1700753403,53,735,0,0,2162.835049,1715.588146,1424257880,1424257880,32.013001,20.354272,0.000661,0.000501,0.00016,0,0,,, ,3,3,5,6,1,1,4,,0
59.166.0.2,4027,149.171.126.9,48099,tcp,FIN,0.054976,5174,91194,31,29,7,39,-,744615.8125,13126164.0,90,92,255,255,38111685,51560011,57,991,0,0,32.841581,32.752848,1424257880,1424257881,0.62108,0.605511,0.000606,0.000477,0.000129,0,0,,, ,4,3,1,3,1,1,1,,0
59.166.0.1,27177,149.171.126.0,53,udp,CON,0.001015,146,178,31,29,0,0,dns,575369.4375,701477.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257880,1424257880,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,2,1,1,1,1,2,,0
59.166.0.7,19845,149.171.126.2,17797,tcp,FIN,0.179339,5278,91194,31,29,7,39,-,232899.7031,4023798.25,92,92,255,255,578111404,612437264,57,991,0,0,106.18567,2.697967,1424257881,1424257882,1.955758,1.965198,0.000611,0.000504,0.000107,0,0,,, ,9,6,4,5,1,1,3,,0
59.166.0.1,45613,149.171.126.7,53,udp,CON,0.001073,130,162,31,29,0,0,dns,484622.5313,603914.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424257883,1424257883,0.008,0.007,0.0,0.0,0.0,0,0,,, ,1,3,4,2,1,1,2,,0
59.166.0.8,41709,149.171.126.7,62895,tcp,FIN,0.031352,2958,32536,31,29,7,18,-,739219.25,8136259.5,48,50,255,255,3627688349,1478366511,62,651,0,0,0.0,41.103703,1424257883,1424257883,0.673587,0.628184,0.000693,0.000568,0.000125,0,0,,, ,11,4,4,6,1,1,2,,0
59.166.0.3,21785,149.171.126.0,35002,udp,CON,0.181144,528,304,31,29,0,0,-,17488.84961,10069.33691,4,4,0,0,0,0,132,76,0,0,60.812598,28.278379,1424257883,1424257884,43.007,20.001334,0.0,0.0,0.0,0,0,,, ,4,10,8,6,1,1,4,,0
59.166.0.7,53709,149.171.126.9,53,udp,CON,0.001032,146,178,31,29,0,0,dns,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257884,1424257884,0.008,0.002,0.0,0.0,0.0,0,0,,, ,1,5,1,1,1,1,1,,0
59.166.0.9,26232,149.171.126.0,53,udp,CON,0.001057,146,178,31,29,0,0,dns,552507.0625,673604.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257884,1424257884,0.008,0.007,0.0,0.0,0.0,0,0,,, ,3,3,8,7,2,1,2,,0
59.166.0.4,1802,149.171.126.5,111,udp,CON,0.201388,568,312,31,29,0,0,-,16922.55664,9295.489258,4,4,0,0,0,0,142,78,0,0,88.165375,51.411613,1424257884,1424257884,62.348332,36.357,0.0,0.0,0.0,0,0,,, ,7,10,5,4,1,1,3,,0
59.166.0.9,57434,149.171.126.0,55539,tcp,FIN,0.039997,2958,32648,31,29,7,18,-,579443.4375,6399680.0,48,50,255,255,4103497266,1971468031,62,653,0,0,61.969985,60.180911,1424257884,1424257884,0.844255,0.78949,0.001486,0.001309,0.000177,0,0,,, ,9,10,8,7,1,1,2,,0
59.166.0.4,48352,149.171.126.5,27556,udp,CON,0.036246,528,304,31,29,0,0,-,87402.74219,50322.79297,4,4,0,0,0,0,132,76,0,0,9.460382,10.887795,1424257884,1424257884,6.697,7.705333,0.0,0.0,0.0,0,0,,, ,7,10,5,4,1,1,3,,0
59.166.0.4,57200,149.171.126.9,27515,tcp,FIN,0.036943,2958,32544,31,29,7,18,-,627344.8125,6900576.5,48,48,255,255,950627639,958696516,62,678,0,0,51.620112,52.121679,1424257886,1424257886,0.778617,0.77634,0.000867,0.000452,0.000415,0,0,,, ,6,2,1,1,1,1,2,,0
59.166.0.3,29059,149.171.126.1,27207,tcp,FIN,0.029892,2958,32648,31,29,7,18,-,775324.5,8563094.0,48,50,255,255,2030627708,4190064932,62,653,0,0,39.792584,38.822262,1424257887,1424257887,0.629447,0.58651,0.001283,0.00115,0.000133,0,0,,, ,6,15,3,5,1,1,2,,0
59.166.0.3,3921,149.171.126.2,53,udp,CON,0.000991,146,178,31,29,0,0,dns,589303.75,718466.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257888,1424257888,0.003,0.007,0.0,0.0,0.0,0,0,,, ,3,1,2,3,2,1,3,,0
59.166.0.6,53662,149.171.126.2,25,tcp,FIN,0.501667,37306,3276,31,29,18,8,smtp,583478.625,50950.12891,52,40,255,255,3232724860,3233766660,717,82,0,0,926.841711,31.215746,1424257889,1424257890,9.829784,12.849872,0.000667,0.000516,0.000151,0,0,,, ,1,1,2,6,1,1,1,,0
59.166.0.6,51965,149.171.126.9,53,udp,CON,0.001083,146,178,31,29,0,0,dns,539242.875,657433.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257889,1424257889,0.009,0.007,0.0,0.0,0.0,0,0,,, ,4,2,1,2,1,1,4,,0
59.166.0.2,62491,149.171.126.9,80,tcp,FIN,1.004655,1684,10168,31,29,3,5,http,12454.02637,76476.00781,14,18,255,255,2761048473,616754874,120,565,1,0,8765.18671,7673.945261,1424257892,1424257893,77.254767,59.063531,0.000737,0.000572,0.000165,0,0,1.0,, ,2,1,1,4,1,1,2,,0
59.166.0.9,39689,149.171.126.6,45960,tcp,FIN,0.028155,2958,32648,31,29,7,18,-,823157.5,9091387.0,48,50,255,255,2593562894,2606855666,62,653,0,0,37.333292,36.636718,1424257895,1424257896,0.592468,0.564714,0.000627,0.000481,0.000146,0,0,,, ,8,12,5,3,1,1,2,,0
59.166.0.5,14421,149.171.126.2,111,udp,CON,0.004638,568,312,31,29,0,0,-,734799.5,403622.25,4,4,0,0,0,0,142,78,0,0,1.678437,1.496002,1424257896,1424257896,1.192333,1.065333,0.0,0.0,0.0,0,0,,, ,12,6,4,10,2,1,5,,0
59.166.0.5,55247,149.171.126.2,143,tcp,FIN,0.035895,7814,15134,31,29,30,32,-,1727260.0,3346204.0,122,126,255,255,4277757390,2130842133,64,120,0,0,19.715603,16.113424,1424257898,1424257898,0.311886,0.2832,0.000609,0.000494,0.000115,0,0,,, ,12,6,1,8,1,1,5,,0
59.166.0.5,41104,149.171.126.1,53,udp,CON,0.001053,146,178,31,29,0,0,dns,554605.875,676163.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257898,1424257898,0.009,0.004,0.0,0.0,0.0,0,0,,, ,6,4,5,8,2,1,2,,0
175.45.176.1,62484,149.171.126.18,179,tcp,FIN,0.376157,26986,764,254,252,12,4,-,554810.9375,15100.07813,30,14,255,255,2307354513,2267812895,900,55,0,0,975.282392,35.347957,1424257898,1424257898,12.97093,26.602691,0.040913,0.02533,0.015583,0,1,,, ,3,3,2,2,2,1,3,,0
59.166.0.3,29124,149.171.126.8,11835,tcp,FIN,0.020861,2958,32536,31,29,7,18,-,1110972.625,12227985.0,48,50,255,255,1180689870,1180969519,62,651,0,0,26.556996,25.864267,1424257900,1424257900,0.437085,0.403531,0.001211,0.00108,0.000131,0,0,,, ,5,7,1,5,1,1,3,,0
59.166.0.3,57448,149.171.126.7,53,udp,CON,0.000968,130,162,31,29,0,0,dns,537190.125,669421.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424257900,1424257900,0.005,0.007,0.0,0.0,0.0,0,0,,, ,3,3,4,5,2,1,2,,0
59.166.0.1,5945,149.171.126.8,21,tcp,FIN,11.13189,2934,3742,31,29,11,15,ftp,2068.291992,2639.623535,52,54,255,255,3630272834,1568705107,56,69,0,0,14541.69276,419.139063,1424257901,1424257912,218.265546,210.026156,0.000631,0.000501,0.00013,0,0,,1.0,1,2,2,6,3,1,1,2,,0
175.45.176.1,62466,149.171.126.18,179,tcp,FIN,0.669749,27424,764,254,252,12,4,-,316655.9375,8480.789062,30,14,255,255,3107517258,844477391,914,55,0,0,2060.05676,93.782367,1424257901,1424257902,23.094794,46.733848,0.11039,0.052603,0.057787,0,1,,, ,6,7,1,1,1,1,6,,0
59.166.0.1,59844,149.171.126.3,1210,tcp,FIN,0.14217,5174,91194,31,29,7,39,-,287936.9688,5075782.5,90,92,255,255,4110274493,4127162863,57,991,0,0,99.646396,98.08003,1424257902,1424257902,1.593551,1.556956,0.000605,0.000484,0.000121,0,0,,, ,4,3,3,4,1,1,2,,0
59.166.0.4,47113,149.171.126.8,62821,tcp,FIN,2.037234,320,1902,31,29,1,2,ftp-data,1048.480347,6538.276855,6,8,255,255,1313210030,1909060573,53,238,0,0,28794.76514,712.406938,1424257905,1424257907,407.3798,290.965562,0.000586,0.000472,0.000114,0,0,,, ,6,3,2,2,1,1,4,,0
59.166.0.2,18844,149.171.126.2,12658,tcp,FIN,0.016954,2958,32536,31,29,7,18,-,1366993.125,15045890.0,48,50,255,255,2935305174,2935540572,62,651,0,0,0.0,19.495272,1424257907,1424257907,0.361826,0.335163,0.000671,0.000528,0.000143,0,0,,, ,9,5,3,4,1,1,1,,0
59.166.0.1,44301,149.171.126.8,65504,tcp,FIN,2.697299,8928,320,31,29,4,1,ftp-data,24590.52539,791.90332,14,6,255,255,3630275543,1683919536,638,53,0,0,21790.44496,972.32625,1424257908,1424257911,207.48454,539.341375,0.000589,0.000472,0.000117,0,0,,, ,4,3,2,3,1,1,2,,0
59.166.0.4,5573,149.171.126.6,63656,tcp,FIN,2.463151,424,8824,31,29,1,4,ftp-data,1204.960693,26272.03906,8,12,255,255,1360695447,530173264,53,735,0,0,26986.80448,21519.38805,1424257910,1424257912,351.834134,223.883097,0.00056,0.000434,0.000126,0,0,,, ,3,4,4,4,1,1,4,,0
59.166.0.8,49282,149.171.126.0,22,tcp,FIN,0.027825,5928,8010,31,29,14,17,ssh,1677053.0,2263288.5,62,58,255,255,2656141266,511049701,96,138,0,0,72.26997,0.0,1424257913,1424257913,0.47161,0.511604,0.000733,0.000587,0.000146,0,0,,, ,2,1,4,2,2,1,1,,0
59.166.0.1,25489,149.171.126.1,63656,tcp,FIN,0.784345,424,8824,31,29,1,4,ftp-data,3784.049316,82504.51563,8,12,255,255,2180341313,1999914184,53,735,0,0,7476.261805,5954.46814,1424257916,1424257917,112.005714,71.262455,0.000567,0.000453,0.000114,0,0,,, ,4,6,4,1,1,1,5,,0
59.166.0.3,57620,149.171.126.3,65504,tcp,FIN,0.941041,8928,424,31,29,4,1,ftp-data,70483.64844,3153.954102,14,8,255,255,2155308988,3241675683,638,53,0,0,8233.370076,328.917781,1424257918,1424257919,72.387769,134.347281,0.000631,0.000489,0.000142,0,0,,, ,1,1,1,1,1,1,3,,0
59.166.0.2,4032,149.171.126.2,1067,tcp,FIN,0.010902,2438,19440,31,29,7,13,-,1742065.75,13908641.0,38,40,255,255,1663271566,3808963149,64,486,0,0,16.8266,15.419578,1424257919,1424257919,0.29425,0.264718,0.000684,0.00057,0.000114,0,0,,, ,2,3,2,2,1,1,5,,0
59.166.0.9,9609,149.171.126.8,53,udp,CON,0.000926,130,162,31,29,0,0,dns,561555.0625,699784.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424257919,1424257919,0.003,0.007,0.0,0.0,0.0,0,0,,, ,2,4,2,1,1,1,2,,0
59.166.0.0,47910,149.171.126.4,50770,tcp,FIN,0.014944,2438,19440,31,29,7,13,-,1270877.875,10146681.0,38,40,255,255,2681174549,536121613,64,486,0,0,25.102323,23.072394,1424257921,1424257921,0.395297,0.366949,0.000756,0.000624,0.000132,0,0,,, ,14,4,3,5,1,1,2,,0
59.166.0.4,35547,149.171.126.4,53,udp,CON,0.001014,146,178,31,29,0,0,dns,575936.875,702169.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257921,1424257921,0.009,0.001,0.0,0.0,0.0,0,0,,, ,4,4,3,4,3,1,1,,0
59.166.0.8,9809,149.171.126.1,53,udp,CON,0.000994,146,178,31,29,0,0,dns,587525.125,716297.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257921,1424257921,0.008,0.008,0.0,0.0,0.0,0,0,,, ,3,2,6,1,1,1,1,,0
59.166.0.0,29037,149.171.126.8,25364,tcp,FIN,0.031095,2854,32648,31,29,7,18,-,718314.8125,8231806.0,46,50,255,255,3345377942,1214392254,62,653,0,0,38.075126,0.0,1424257922,1424257922,0.684067,0.600187,0.002474,0.002283,0.000191,0,0,,, ,14,3,1,7,1,1,1,,0
59.166.0.4,8651,149.171.126.6,62821,tcp,FIN,0.540135,320,1902,31,29,1,2,ftp-data,3954.56665,24660.5,6,8,255,255,2805374035,1468459955,53,238,0,0,7607.910417,188.019,1424257922,1424257923,107.7424,77.082141,0.000681,0.000554,0.000127,0,0,,, ,1,2,2,1,1,1,2,,0
59.166.0.9,61599,149.171.126.4,6881,tcp,FIN,7.120358,36450,1641360,31,29,55,583,-,40891.20313,1842689.375,654,1278,255,255,1135794034,3284446843,56,1284,0,0,4858.283742,3467.537724,1424257922,1424257929,10.937054,5.575455,0.000622,0.000499,0.000123,0,0,,, ,9,11,6,8,3,1,6,,0
59.166.0.8,33039,149.171.126.6,63656,tcp,FIN,0.713388,424,8824,31,29,1,4,ftp-data,4160.428711,90710.80469,8,12,255,255,1495792615,82706550,53,735,0,0,6477.352937,5145.383123,1424257923,1424257924,101.868998,64.801911,0.000729,0.000564,0.000165,0,0,,, ,2,4,3,1,1,1,3,,0
59.166.0.1,21686,149.171.126.3,16319,tcp,FIN,0.01662,2542,19440,31,29,7,13,-,1193261.125,9123465.0,40,40,255,255,188303691,2333981737,64,486,0,0,29.940842,0.748357,1424257924,1424257924,0.428947,0.411667,0.00068,0.000558,0.000122,0,0,,, ,11,4,2,5,1,1,2,,0
59.166.0.7,6294,149.171.126.7,42112,tcp,FIN,0.050722,2958,32536,31,29,7,18,-,456922.0625,5029139.5,48,50,255,255,4017884405,4018123101,62,651,0,0,99.336012,0.0,1424257926,1424257927,1.072319,1.046354,0.000973,0.000494,0.000479,0,0,,, ,5,2,1,2,1,1,3,,0
59.166.0.1,6006,149.171.126.1,4798,tcp,FIN,0.006433,4656,2456,31,29,7,7,-,5469299.0,2885123.75,18,18,255,255,1748308477,1751972364,259,136,0,0,20.449521,0.571573,1424257926,1424257926,0.359412,0.345176,0.000712,0.000562,0.00015,0,0,,, ,11,4,3,5,1,1,3,,0
59.166.0.6,64044,149.171.126.0,53,udp,CON,0.001087,130,162,31,29,0,0,dns,478380.875,596136.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424257927,1424257927,0.001,0.006,0.0,0.0,0.0,0,0,,, ,1,5,4,2,1,1,2,,0
59.166.0.3,27928,149.171.126.2,53,udp,CON,0.001023,146,178,31,29,0,0,dns,570870.0,695992.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257928,1424257928,0.007,0.005,0.0,0.0,0.0,0,0,,, ,3,2,1,1,1,1,2,,0
10.40.85.30,0,10.40.85.1,0,arp,CON,30.982191,184,112,0,0,0,0,-,35.633373,21.68988,4,4,0,0,0,0,46,28,0,0,15515.533,15515.54,1424257928,1424257959,15515.51,15515.511,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,,0
59.166.0.5,10027,149.171.126.3,46021,tcp,FIN,0.051239,2958,32648,31,29,7,18,-,452311.7188,4995570.0,48,50,255,255,3010404623,880544175,62,653,0,0,0.0,71.035726,1424257928,1424257928,1.106783,1.03451,0.000706,0.000545,0.000161,0,0,,, ,8,5,2,5,1,1,1,,0
59.166.0.4,41231,149.171.126.7,11566,tcp,FIN,0.052946,2958,32536,31,29,7,18,-,437729.0,4817890.0,48,50,255,255,980820004,981093774,62,651,0,0,71.651752,70.184627,1424257929,1424257929,1.119851,1.069612,0.000639,0.000528,0.000111,0,0,,, ,6,7,2,6,1,1,2,,0
59.166.0.9,16638,149.171.126.9,58633,tcp,FIN,0.040262,2438,19440,31,29,7,13,-,471710.3125,3766132.0,38,40,255,255,3306206285,3306483351,64,486,0,0,67.879551,63.913348,1424257929,1424257929,1.079054,1.019282,0.000616,0.000504,0.000112,0,0,,, ,9,6,7,8,1,1,6,,0
